code,name
ISH,Esan
ISI,Nkem-Nkum
ISL,islandês
ISM,Masimasi
ISN,Isanzu
ISO,Isoko
ISR,Israeli Sign Language
IST,Istriot
ISU,Isu (Menchum Division)
ITA,italiano
ITB,Binongan Itneg
ITE,itene
ITI,Inlaod Itneg
ITK,Judeo-Italian
ITL,Itelmen
ITM,Itu Mbon Uzo
ITO,itonama
ITR,Iteri
ITS,Isekiri
ITT,Maeng Itneg
ITV,Itawit
ITW,Ito
ITX,Itik
ITY,Moyadan Itneg
ITZ,Itzá
IUM,Iu Mien
IVB,Ibatan
IVV,Ivatan
IWK,I-Wak
IWM,Iwam
IWO,Iwur
IWS,Sepik Iwam
IXC,Ixcatec
IXL,Ixil
IYA,Iyayu
IYO,Mesaka
IYX,Yaka (Congo)
IZH,Ingrian
IZI,Izi-Ezaa-Ikwo-Mgbo
IZR,Izere
JAA,Jamamadí
JAB,Hyam
JAC,Popti'
JAD,Jahanka
JAE,Yabem
JAF,Jara
JAH,Jah Hut
JAJ,Zazao
JAK,Jakun
JAL,Yalahatan
JAM,Jamaican Creole English
JAO,Yanyuwa
JAQ,Yaqay
JAR,Jarawa (Nigeria)
JAS,New Caledonian Javanese
JAT,Jakati
JAU,Yaur
JAV,Javanese
JAX,Jambi Malay
JAY,Yan-nhangu
JAZ,Jawe
JBE,Judeo-Berber
JBJ,Arandai
JBN,Nafusi
JBO,Lojban
JBR,Jofotek-Bromnya
JBT,Jabutí
JBU,Jukun Takum
JCS,Jamaican Country Sign Language
JCT,Krymchak
JDA,Jad
JDG,Jadgali
JDT,Judeo-Tat
JEB,Jebero
JEE,Jerung
JEG,Jeng
JEH,Jeh
JEI,Yei
JEK,Jeri Kuo
JEL,Yelmek
JEN,Dza
JER,Jere
JET,Manem
JEU,Jonkor Bourmataguil
JGB,Ngbee
JGE,Judeo-Georgian
JGO,Ngomba
JHI,Jehai
JHS,língua gestual de Jancote
JIA,Jina
JIB,Jibu
JIC,Tol
JID,Bu
JIE,Jilbe
JIG,Djingili
JIH,Shangzhai
JII,Jiiddu
JIL,Jilim
JIM,Jimi (Cameroon)
JIO,Jiamao
JIQ,Guanyinqiao
JIT,Jita
JIU,Youle Jinuo
JIV,Shuar
JIY,Buyuan Jinuo
JKO,Kubo
JKU,Labir
JLE,Ngile
JMA,Dima
JMB,Zumbun
JMC,Machame
JMD,Yamdena
JMI,Jimi (Nigeria)
JML,Jumli
JMN,Makuri Naga
JMR,Kamara
JMS,Mashi (Nigeria)
JMX,Western Juxtlahuaca Mixtec
JNA,Jangshung
JND,Jandavra
JNG,Yangman
JNI,Janji
JNJ,Yemsa
JNL,Rawat
JNS,Jaunsari
JOB,Joba
JOD,Wojenaka
JOR,Jorá
JOS,Jordanian Sign Language
JOW,Jowulu
JPA,Jewish Palestinian Aramaic
JPN,japonês
JPR,Judeo-Persian
JQR,Jaqaru
JRA,Jarai
JRB,Judeo-Arabic
JRR,Jiru
JRT,Jorto
JRU,Japrería
JSL,língua gestual japonesa
JUA,Júma
JUB,Wannu
JUC,Jurchen
JUD,Worodougou
JUH,Hõne
JUK,Wapan
JUL,Jirel
JUM,Jumjum
JUN,Juang
JUO,Jiba
JUP,Hupdë
JUR,Jurúna
JUS,língua gestual de Júmela
JUT,Jutish
JUU,Ju
JUW,Wãpha
JUY,Juray
JVD,Javindo
JVN,Caribbean Javanese
JWI,Jwira-Pepesa
JYA,Jiarong
JYE,Judeo-Yemeni Arabic
JYY,Jaya
KAA,Kara-Kalpak
KAB,Kabyle
KAC,Kachin
KAD,Kadara
KAE,Ketangalan
KAF,Katso
KAG,Kajaman
KAH,Kara (Central African Republic)
KAI,Karekare
KAJ,Jju
KAK,Kayapa Kallahan
KAL,groenlandês
KAM,Kamba (Kenya)
KAN,Kannada
KAO,Xaasongaxango
KAP,Bezhta
KAQ,Capanahua
KAS,Kashmiri
KAT,georgiano
KAU,Kanuri
KAV,Katukína
KAW,Kawi
KAX,Kao
KAY,Kamayurá
KAZ,cazaque
KBA,Kalarko
KBB,Kaxuiâna
KBC,Kadiwéu
KBD,Kabardian
KBE,Kanju
KBF,Kakauhua
KBG,Khamba
KBH,Camsá
KBI,Kaptiau
KBJ,Kari
KBK,Grass Koiari
KBL,Kanembu
KBM,Iwal
KBN,Kare (Central African Republic)
KBO,Keliko
KBP,Kabiyé
KBQ,Kamano
KBR,Kafa
KBS,Kande
KBT,Abadi
KBU,Kabutra
KBV,Dera (Indonesia)
KBW,Kaiep
KBX,Ap Ma
KBY,Manga Kanuri
KBZ,Duhwa
KCA,Khanty
KCB,Kawacha
KCC,Lubila
KCD,Ngkâlmpw Kanum
KCE,Kaivi
KCF,Ukaan
KCG,Tyap
KCH,Vono
KCI,Kamantan
KCJ,Kobiana
KCK,Kalanga
KCL,Kela (Papua New Guinea)
KCM,Gula (Central African Republic)
KCN,Nubi
KCO,Kinalakna
KCP,Kanga
KCQ,Kamo
KCR,Katla
KCS,Koenoem
KCT,Kaian
KCU,Kami (Tanzania)
KCV,Kete
KCW,Kabwari
KCX,Kachama-Ganjule
KCY,Korandje
KCZ,Konongo
KDA,Worimi
KDC,Kutu
KDD,Yankunytjatjara
KDE,Makonde
KDF,Mamusi
KDG,Seba
KDH,Tem
KDI,Kumam
KDJ,Karamojong
KDK,Numee
KDL,Tsikimba
KDM,Kagoma
KDN,Kunda
KDP,Kaningdon-Nindem
KDQ,Koch
KDR,Karaim
KDT,Kuy
KDU,Kadaru
KDV,Kado
KDW,Koneraw
KDX,Kam
KDY,Keder
KDZ,Kwaja
KEA,Kabuverdianu
KEB,Kélé
KEC,Keiga
KED,Kerewe
KEE,Eastern Keres
KEF,Kpessi
KEG,Tese
KEH,Keak
KEI,Kei
KEJ,Kadar
KEK,Kekchí
KEL,Kela (Democratic Republic of Congo)
KEM,Kemak
KEN,Kenyang
KEO,Kakwa
KEP,Kaikadi
KEQ,Kamar
KER,Kera
KES,Kugbo
KET,Ket
KEU,Akebu
KEV,Kanikkaran
KEW,West Kewa
KEX,Kukna
KEY,Kupia
KEZ,Kukele
KFA,Kodava
KFB,Northwestern Kolami
KFC,Konda-Dora
KFD,Korra Koraga
KFE,Kota (India)
KFF,Koya
KFG,Kudiya
KFH,Kurichiya
KFI,Kannada Kurumba
KFJ,Kemiehua
KFK,Kinnauri
KFL,Kung
KFM,Khunsari
KFN,Kuk
KFO,Koro (Côte d'Ivoire)
KFP,Korwa
KFQ,Korku
KFR,Kachchi
KFS,Bilaspuri
KFT,Kanjari
KFU,Katkari
KFV,Kurmukar
KFW,Kharam Naga
KFX,Kullu Pahari
KFY,Kumaoni
KFZ,Koromfé
KGA,Koyaga
KGB,Kawe
KGC,Kasseng
KGD,Kataang
KGE,Komering
KGF,Kube
KGG,Kusunda
KGH,Upper Tanudan Kalinga
KGI,língua gestual de Selângor
KGJ,Gamale Kham
KGK,Kaiwá
KGL,Kunggari
KGM,Karipúna
KGN,Karingani
KGO,Krongo
KGP,Kaingang
KGQ,Kamoro
KGR,Abun
KGS,Kumbainggar
KGT,Somyev
KGU,Kobol
KGV,Karas
KGW,Karon Dori
KGX,Kamaru
KGY,Kyerung
KHA,Khasi
KHB,Lü
KHC,Tukang Besi North
KHD,Bädi Kanum
KHE,Korowai
KHF,Khuen
KHG,Khams Tibetan
KHH,Kehu
KHJ,Kuturmi
KHK,Halh Mongolian
KHL,Lusi
KHM,khmer
KHN,Khandesi
KHO,Khotanese
KHP,Kapori
KHQ,Koyra Chiini Songhay
KHR,Kharia
KHS,Kasua
KHT,Khamti
KHU,Nkhumbi
KHV,Khvarshi
KHW,Khowar
KHX,Kanu
KHY,Kele (Democratic Republic of Congo)
KHZ,Keapara
KIA,Kim
KIB,Koalib
KIC,Kickapoo
KID,Koshin
KIE,Kibet
KIF,Eastern Parbate Kham
KIG,Kimaama
KIH,Kilmeri
KII,Kitsai
KIJ,Kilivila
KIK,Kikuyu
KIL,Kariya
KIM,Karagas
KIN,ruanda
KIO,Kiowa
KIP,Sheshi Kham
KIQ,Kosadle
KIR,quirguiz
KIS,Kis
KIT,Agob
KIU,Kirmanjki (individual language)
KIV,Kimbu
KIW,Northeast Kiwai
KIX,Khiamniungan Naga
KIY,Kirikiri
KIZ,Kisi
KJA,Mlap
KJB,Q'anjob'al
KJC,Coastal Konjo
KJD,Southern Kiwai
KJE,Kisar
KJF,Khalaj
KJG,Khmu
KJH,Khakas
KJI,Zabana
KJJ,Khinalugh
KJK,Highland Konjo
KJL,Western Parbate Kham
KJM,Kháng
KJN,Kunjen
KJO,Harijan Kinnauri
KJP,Pwo Eastern Karen
KJQ,Western Keres
KJR,Kurudu
KJS,East Kewa
KJT,Phrae Pwo Karen
KJU,Kashaya
KJX,Ramopa
KJY,Erave
KJZ,Bumthangkha
KKA,Kakanda
KKB,Kwerisa
KKC,Odoodee
KKD,Kinuku
KKE,Kakabe
KKF,Kalaktang Monpa
KKG,Mabaka Valley Kalinga
KKH,Khün
KKI,Kagulu
KKJ,Kako
KKK,Kokota
KKL,Kosarek Yale
KKM,Kiong
KKN,Kon Keu
KKO,Karko
KKP,Gugubera
KKQ,Kaiku
KKR,Kir-Balar
KKS,Giiwo
KKT,Koi
KKU,Tumi
KKV,Kangean
KKW,Teke-Kukuya
KKX,Kohin
KKY,Guguyimidjir
KKZ,Kaska
KLA,Klamath-Modoc
KLB,Kiliwa
KLC,Kolbila
KLD,Gamilaraay
KLE,Kulung (Nepal)
KLF,Kendeje
KLG,Tagakaulu Kalagan
KLH,Weliki
KLI,Kalumpang
KLJ,Turkic Khalaj
KLK,Kono (Nigeria)
KLL,Kagan Kalagan
KLM,Kolom
KLN,Kalenjin
KLO,Kapya
KLP,Kamasa
KLQ,Rumu
KLR,Khaling
KLS,Kalasha
KLT,Nukna
KLU,Klao
KLV,Maskelynes
KLW,Lindu
KLX,Koluwawa
KLY,Kalao
KLZ,Kabola
KMA,Konni
KMB,Kimbundu
KMC,Southern Dong
KMD,Madukayang Kalinga
KME,Bakole
KMF,Kare (Papua New Guinea)
KMG,Kâte
KMH,Kalam
KMI,Kami (Nigeria)
KMJ,Kumarbhag Paharia
KMK,Limos Kalinga
KML,Lower Tanudan Kalinga
KMM,Kom (India)
KMN,Awtuw
KMO,Kwoma
KMP,Gimme
KMQ,Kwama
KMR,curdo setentrional
KMS,Kamasau
KMT,Kemtuik
KMU,Kanite
KMV,Karipúna Creole French
KMW,Komo (Democratic Republic of Congo)
KMX,Waboda
KMY,Koma
KMZ,Khorasani Turkish
KNA,Dera (Nigeria)
KNB,Lubuagan Kalinga
KNC,Central Kanuri
KND,Konda
KNE,Kankanaey
KNF,Mankanya
KNG,Koongo
KNI,Kanufi
KNJ,Western Kanjobal
KNK,Kuranko
KNL,Keninjal
KNM,Kanamarí
KNN,Konkani (individual language)
KNO,Kono (Sierra Leone)
KNP,Kwanja
KNQ,Kintaq
KNR,Kaningra
KNS,Kensiu
KNT,Panoan Katukína
KNU,Kono (Guinea)
KNV,Tabo
KNW,Kung-Ekoka
KNX,Kendayan
KNY,Kanyok
KNZ,Kalamsé
KOA,Konomala
KOC,Kpati
KOD,Kodi
KOE,Kacipo-Balesi
KOF,Kubi
KOG,Cogui
KOH,Koyo
KOI,Komi-Permyak
KOJ,Sara Dunjo
KOK,Konkani (macrolanguage)
KOL,Kol (Papua New Guinea)
KOM,Komi
KON,kikongo
KOO,Konzo
KOP,Kwato
KOQ,Kota (Gabon)
KOR,coreano
KOS,Kosraean
KOT,Lagwan
KOU,Koke
KOV,Kudu-Camo
KOW,Kugama
KOX,Coxima
KOY,Koyukon
KOZ,Korak
KPA,Kutto
KPB,Mullu Kurumba
KPC,Curripaco
KPD,Koba
KPE,Kpelle
KPF,Komba
KPG,Kapingamarangi
KPH,Kplang
KPI,Kofei
KPJ,Karajá
KPK,Kpan
KPL,Kpala
KPM,Koho
KPN,Kepkiriwát
KPO,Ikposo
KPP,Paku Karen
KPQ,Korupun-Sela
KPR,Korafe-Yegha
KPS,Tehit
KPT,Karata
KPU,Kafoa
KPV,Komi-Zyrian
KPW,Kobon
KPX,Mountain Koiali
KPY,Koryak
KPZ,Kupsabiny
KQA,Mum
KQB,Kovai
KQC,Doromu-Koki
KQD,Koy Sanjaq Surat
KQE,Kalagan
KQF,Kakabai
KQG,Khe
KQH,Kisankasa
KQI,Koitabu
KQJ,Koromira
KQK,Kotafon Gbe
KQL,Kyenele
KQM,Khisa
KQN,Kaonde
KQO,Eastern Krahn
KQP,Kimré
KQQ,Krenak
KQR,Kimaragang
KQS,Northern Kissi
KQT,Klias River Kadazan
KQU,Seroa
KQV,Okolod
KQW,Kandas
KQX,Mser
KQY,Koorete
KQZ,Korana
KRA,Kumhali
KRB,Karkin
KRC,Karachay-Balkar
KRD,Kairui-Midiki
KRE,Panará
KRF,Koro (Vanuatu)
KRH,Kurama
KRI,Krio
KRJ,Kinaray-A
KRK,Kerek
KRL,Karelian
KRM,Krim
KRN,Sapo
KRP,Korop
KRR,Kru'ng 2
KRS,Gbaya (Sudan)
KRT,Tumari Kanuri
KRU,Kurukh
KRV,Kavet
KRW,Western Krahn
KRX,Karon
KRY,Kryts
KRZ,Sota Kanum
KSA,Shuwa-Zamani
KSB,Shambala
KSC,Southern Kalinga
KSD,Kuanua
KSE,Kuni
KSF,Bafia
KSG,Kusaghe
KSH,Kölsch
KSI,Krisa
KSJ,Uare
KSK,Kansa
KSL,Kumalu
KSM,Kumba
KSN,Kasiguranin
KSO,Kofa
KSP,Kaba
KSQ,Kwaami
KSR,Borong
KSS,Southern Kisi
KST,Winyé
KSU,Khamyang
KSV,Kusu
KSW,S'gaw Karen
KSX,Kedang
KSY,Kharia Thar
KSZ,Kodaku
KTA,Katua
KTB,Kambaata
KTC,Kholok
KTD,Kokata
KTE,Nubri
KTF,Kwami
KTG,Kalkutung
KTH,Karanga
KTI,North Muyu
KTJ,Plapo Krumen
KTK,Kaniet
KTL,Koroshi
KTM,Kurti
KTN,Karitiâna
KTO,Kuot
KTP,Kaduo
KTQ,Katabaga
KTR,Kota Marudu Tinagas
KTS,South Muyu
KTT,Ketum
KTU,Kituba (Democratic Republic of Congo)
KTV,Eastern Katu
KTW,Kato
KTX,Kaxararí
KTY,Kango (Bas-Uélé District)
KTZ,Ju/'hoan
KUA,Kuanyama
KUB,Kutep
KUC,Kwinsu
KUD,'Auhelawa
KUE,Kuman
KUF,Western Katu
KUG,Kupa
KUH,Kushi
KUI,Kuikúro-Kalapálo
KUJ,Kuria
KUK,Kepo'
KUL,Kulere
KUM,Kumyk
KUN,Kunama
KUO,Kumukio
KUP,Kunimaipa
KUQ,Karipuna
KUR,curdo
KUS,Kusaal
KUT,Kutenai
KUU,Upper Kuskokwim
KUV,Kur
KUW,Kpagua
KUX,Kukatja
KUY,Kuuku-Ya'u
KUZ,Kunza
KVA,Bagvalal
KVB,Kubu
KVC,Kove
KVD,Kui (Indonesia)
KVE,Kalabakan
KVF,Kabalai
KVG,Kuni-Boazi
KVH,Komodo
KVI,Kwang
KVJ,Psikye
KVK,língua gestual coreana
KVL,Brek Karen
KVM,Kendem
KVN,Border Kuna
KVO,Dobel
KVP,Kompane
KVQ,Geba Karen
KVR,Kerinci
KVS,Kunggara
KVT,Lahta Karen
KVU,Yinbaw Karen
KVV,Kola
KVW,Wersing
KVX,Parkari Koli
KVY,Yintale Karen
KVZ,Tsakwambo
KWA,Dâw
KWB,Kwa
KWC,Likwala
KWD,Kwaio
KWE,Kwerba
KWF,Kwara'ae
KWG,Sara Kaba Deme
KWH,Kowiai
KWI,Awa-Cuaiquer
KWJ,Kwanga
KWK,Kwakiutl
KWL,Kofyar
KWM,Kwambi
KWN,Kwangali
KWO,Kwomtari
KWP,Kodia
KWQ,Kwak
KWR,Kwer
KWS,Kwese
KWT,Kwesten
KWU,Kwakum
KWV,Sara Kaba Náà
KWW,Kwinti
KWX,Khirwar
KWY,San Salvador Kongo
KWZ,Kwadi
KXA,Kairiru
KXB,Krobu
KXC,Konso
KXD,malaio bruneano
KXE,Kakihum
KXF,Manumanaw Karen
KXH,Karo (Ethiopia)
KXI,Keningau Murut
KXJ,Kulfa
KXK,Zayein Karen
KXL,Nepali Kurux
KXM,Northern Khmer
KXN,Kanowit-Tanjong Melanau
KXO,Kanoé
KXP,Wadiyara Koli
KXQ,Smärky Kanum
KXR,Koro (Papua New Guinea)
KXS,Kangjia
KXT,Koiwat
KXU,Kui (India)
KXV,Kuvi
KXW,Konai
KXX,Likuba
KXY,Kayong
KXZ,Kerewo
KYA,Kwaya
KYB,Butbut Kalinga
KYC,Kyaka
KYD,Karey
KYE,Krache
KYF,Kouya
KYG,Keyagana
KYH,Karok
KYI,Kiput
KYJ,Karao
KYK,Kamayo
KYL,Kalapuya
KYM,Kpatili
KYN,Karolanos
KYO,Kelon
KYP,Kang
KYQ,Kenga
KYR,Kuruáya
KYS,Baram Kayan
KYT,Kayagar
KYU,Western Kayah
KYV,Kayort
KYW,Kudmali
KYX,Rapoisi
KYY,Kambaira
KYZ,Kayabí
KZA,Western Karaboro
KZB,Kaibobo
KZC,Bondoukou Kulango
KZD,Kadai
KZE,Kosena
KZF,Da'a Kaili
KZG,Kikai
KZH,Kenuzi-Dongola
KZI,Kelabit
KZJ,Coastal Kadazan
KZK,Kazukuru
KZL,Kayeli
KZM,Kais
KZN,Kokola
KZO,Kaningi
KZP,Kaidipang
KZQ,Kaike
KZR,Karang
KZS,Sugut Dusun
KZT,Tambunan Dusun
KZU,Kayupulau
KZV,Komyandaret
KZW,Karirí-Xocó
KZX,Kamarian
KZY,Kango (Tshopo District)
KZZ,Kalabra
LAA,Lapuyan Subanun
LAB,Linear A
LAC,Lacandon
LAD,Ladino
LAE,Pattani
LAF,Lafofa
LAG,Langi
LAH,Lahnda
LAI,Lambya
LAJ,Lango (Uganda)
LAK,Laka (Nigeria)
LAL,Lalia
LAM,Lamba
LAN,Laru
LAO,laociano
LAP,Laka (Chad)
LAQ,Qabiao
LAR,Larteh
LAS,Lama (Togo)
LAT,latim
LAU,Laba
LAV,letão
LAW,Lauje
LAX,Tiwa
LAY,Lama (Myanmar)
LAZ,Aribwatsa
LBA,Lui
LBB,Label
LBC,Lakkia
LBE,Lak
LBF,Tinani
LBG,Laopang
LBI,La'bi
LBJ,Ladakhi
LBM,Lodhi
LBN,Lamet
LBO,Laven
LBQ,Wampar
LBR,Northern Lorung
LBS,Libyan Sign Language
LBT,Lachi
LBU,Labu
LBV,Lavatbura-Lamusong
LBW,Tolaki
LBX,Lawangan
LBY,Lamu-Lamu
LBZ,Lardil
LCC,Legenyem
LCD,Lola
LCE,Loncong
LCF,Lubu
LCH,Luchazi
LCL,Lisela
LCM,Tungag
LCP,Western Lawa
LCQ,Luhu
LCS,Lisabata-Nuniali
LDB,Idun
LDD,Luri
LDG,Lenyima
LDH,Lamja-Dengsa-Tola
LDI,Laari
LDJ,Lemoro
LDK,Leelau
LDL,Kaan
LDM,Landoma
LDN,Láadan
LDO,Loo
LDP,Tso
LDQ,Lufu
LEA,Lega-Shabunda
LEB,Lala-Bisa
LEC,leco
LED,Lendu
LEE,Lyélé
LEF,Lelemi
LEG,Lengua
LEH,Lenje
LEI,Lemio
LEJ,Lengola
LEK,Leipon
LEL,Lele (Democratic Republic of Congo)
LEM,Nomaande
LEN,Lenca
LEO,Leti (Cameroon)
LEP,Lepcha
LEQ,Lembena
LER,Lenkau
LES,Lese
LET,Lesing-Gelimi
LEU,Kara (Papua New Guinea)
LEV,Lamma
LEW,Ledo Kaili
LEX,Luang
LEY,Lemolang
LEZ,Lezghian
LFA,Lefa
LFN,Lingua Franca Nova
LGA,Lungga
LGB,Laghu
LGG,Lugbara
LGH,Laghuu
LGI,Lengilu
LGK,Lingarak
LGL,Wala
LGM,Lega-Mwenga
LGN,Opuuo
LGQ,Logba
LGR,Lengo
LGT,Pahi
LGU,Longgu
LGZ,Ligenza
LHA,Laha (Viet Nam)
LHH,Laha (Indonesia)
LHI,Lahu Shi
LHL,Lahul Lohar
LHM,Lhomi
LHN,Lahanan
LHP,Lhokpu
LHS,Mlahsö
LHT,Lo-Toga
LHU,Lahu
LIA,West-Central Limba
LIB,Likum
LIC,Hlai
LID,Nyindrou
LIE,Likila
LIF,Limbu
LIG,Ligbi
LIH,Lihir
LII,Lingkhim
LIJ,Ligurian
LIK,Lika
LIL,Lillooet
LIM,Limburgan
LIN,lingala
LIO,Liki
LIP,Sekpele
LIQ,Libido
LIR,Liberian English
LIS,Lisu
LIT,lituano
LIU,Logorik
LIV,Liv
LIW,Col
LIX,Liabuku
LIY,Banda-Bambari
LIZ,Libinza
LJE,Rampi
LJI,Laiyolo
LJL,Li'o
LJP,Lampung Api
LKA,Lakalei
LKB,Kabras
LKC,Kucong
LKD,Lakondê
LKE,Kenyi
LKH,Lakha
LKI,Laki
LKJ,Remun
LKL,Laeko-Libuat
LKN,Lakon
LKO,Khayo
LKR,Päri
LKS,Kisa
LKT,Lakota
LKY,Lokoya
LLA,Lala-Roba
LLB,Lolo
LLC,Lele (Guinea)
LLD,Ladin
LLE,Lele (Papua New Guinea)
LLF,Hermit
LLG,Lole
LLH,Lamu
LLI,Teke-Laali
LLK,Lelak
LLL,Lilau
LLM,Lasalimu
LLN,Lele (Chad)
LLO,Khlor
LLP,North Efate
LLQ,Lolak
LLS,língua gestual lituana
LLU,Lau
LLX,Lauan
LMA,East Limba
LMB,Merei
LMC,Limilngan
LMD,Lumun
LME,Pévé
LMF,South Lembata
LMG,Lamogai
LMH,Lambichhong
LMI,Lombi
LMJ,West Lembata
LMK,Lamkang
LML,Hano
LMM,Lamam
LMN,Lambadi
LMO,Lombard
LMP,Limbum
LMQ,Lamatuka
LMR,Lamalera
LMU,Lamenu
LMV,Lomaiviti
LMW,Lake Miwok
LMX,Laimbue
LMY,Lamboya
LMZ,Lumbee
LNA,Langbashe
LNB,Mbalanhu
LND,Lundayeh
LNG,Langobardic
LNH,Lanoh
LNI,Daantanai'
LNJ,Leningitij
LNL,South Central Banda
LNM,Langam
LNN,Lorediakarkar
LNO,Lango (Sudan)
LNS,Lamnso'
LNU,Longuda
LNZ,Lonzo
LOA,Loloda
LOB,Lobi
LOC,Inonhan
LOE,Saluan
LOF,Logol
LOG,Logo
LOH,Narim
LOI,Loma (Côte d'Ivoire)
LOJ,Lou
LOK,Loko
LOL,Mongo
LOM,Loma (Liberia)
LON,Malawi Lomwe
LOO,Lombo
LOP,Lopa
LOQ,Lobala
LOR,Téén
LOS,Loniu
LOT,Otuho
LOU,Louisiana Creole French
LOV,Lopi
LOW,Tampias Lobu
LOX,Loun
LOY,Lowa
LOZ,Lozi
LPA,Lelepa
LPE,Lepki
LPN,Long Phuri Naga
LPO,Lipo
LPX,Lopit
LRA,Rara Bakati'
LRC,Northern Luri
LRE,Laurentian
LRG,Laragia
LRI,Marachi
LRK,Loarki
LRL,Lari
LRM,Marama
LRN,Lorang
LRO,Laro
LRR,Southern Lorung
LRT,Larantuka Malay
LRV,Larevat
LRZ,Lemerig
LSA,Lasgerdi
LSD,Lishana Deni
LSE,Lusengo
LSG,Lyons Sign Language
LSH,Lish
LSI,Lashi
LSL,Latvian Sign Language
LSM,Saamia
LSO,Laotian Sign Language
LSP,Panamanian Sign Language
LSR,Aruop
LSS,Lasi
LST,Trinidad and Tobago Sign Language
LTC,Late Middle Chinese
LTI,Leti (Indonesia)
LTN,Latundê
LTO,Tsotso
LTS,Tachoni
LTU,Latu
LTZ,luxemburguês
LUA,Luba-Lulua
LUB,Luba-Katanga
LUC,Aringa
LUD,Ludian
LUE,Luvale
LUF,Laua
LUG,Ganda
LUI,Luiseno
LUJ,Luna
LUK,Lunanakha
LUL,Olu'bo
LUM,Luimbi
LUN,Lunda
LUO,Luo (Kenya and Tanzania)
LUP,Lumbu
LUQ,Lucumi
LUR,Laura
LUS,Lushai
LUT,Lushootseed
LUU,Lumba-Yakkha
LUV,Luwati
LUW,Luo (Cameroon)
LUY,Luyia
LUZ,Southern Luri
LVA,Maku'a
LVK,Lavukaleve
LVU,Levuka
LWA,Lwalu
LWE,Lewo Eleng
LWG,Wanga
LWH,White Lachi
LWL,Eastern Lawa
LWM,Laomian
LWO,Luwo
LWT,Lewotobi
LWW,Lewo
LYA,Layakha
LYG,Lyngngam
LYN,Luyana
LZH,Literary Chinese
LZL,Litzlitz
LZN,Leinong Naga
LZZ,Laz
MAA,San Jerónimo Tecóatl Mazatec
MAB,Yutanduchi Mixtec
MAD,Madurese
MAE,Bo-Rukul
MAF,Mafa
MAG,Magahi
MAH,marshallino
MAI,Maithili
MAJ,Jalapa De Díaz Mazatec
MAK,Makasar
MAL,Malayalam
MAM,Mam
MAN,línguas mandingas
MAQ,Chiquihuitlán Mazatec
MAR,Marathi
MAS,Masai
MAT,San Francisco Matlatzinca
MAU,Huautla Mazatec
MAV,Sateré-Mawé
MAW,Mampruli
MAX,North Moluccan Malay
MAZ,Central Mazahua
MBA,Higaonon
MBB,Western Bukidnon Manobo
MBC,Macushi
MBD,Dibabawon Manobo
MBE,Molale
MBF,Baba Malay
MBH,Mangseng
MBI,Ilianen Manobo
MBJ,Nadëb
MBK,Malol
MBL,Maxakalí
MBM,Ombamba
MBN,Macaguán
MBO,Mbo (Cameroon)
MBP,Malayo
MBQ,Maisin
MBR,Nukak Makú
MBS,Sarangani Manobo
MBT,Matigsalug Manobo
MBU,Mbula-Bwazza
MBV,Mbulungish
MBW,Maring
MBX,Mari (East Sepik Province)
MBY,Memoni
MBZ,Amoltepec Mixtec
MCA,Maca
MCB,Machiguenga
MCC,Bitur
MCD,Sharanahua
MCE,Itundujia Mixtec
MCF,Matsés
MCG,Mapoyo
MCH,Maquiritari
MCI,Mese
MCJ,Mvanip
MCK,Mbunda
MCL,Macaguaje
MCM,Malaccan Creole Portuguese
MCN,Masana
MCO,Coatlán Mixe
MCP,Makaa
MCQ,Ese
MCR,Menya
MCS,Mambai
MCT,Mengisa
MCU,Cameroon Mambila
MCV,Minanibai
MCW,Mawa (Chad)
MCX,Mpiemo
MCY,South Watut
MCZ,Mawan
MDA,Mada (Nigeria)
MDB,Morigi
MDC,Male (Papua New Guinea)
MDD,Mbum
MDE,Maba (Chad)
MDF,Moksha
MDG,Massalat
MDH,Maguindanao
MDI,Mamvu
MDJ,Mangbetu
MDK,Mangbutu
MDL,língua gestual maltesa
MDM,Mayogo
MDN,Mbati
MDP,Mbala
MDQ,Mbole
MDR,Mandar
MDS,Maria (Papua New Guinea)
MDT,Mbere
MDU,Mboko
MDV,Santa Lucía Monteverde Mixtec
MDW,Mbosi
MDX,Dizin
MDY,Male (Ethiopia)
MDZ,Suruí Do Pará
MEA,Menka
MEB,Ikobi-Mena
MEC,Mara
MED,Melpa
MEE,Mengen
MEF,Megam
MEG,Mea
MEH,Southwestern Tlaxiaco Mixtec
MEI,Midob
MEJ,Meyah
MEK,Mekeo
MEL,Central Melanau
MEM,Mangala
MEN,Mende (Sierra Leone)
MEO,Kedah Malay
MEP,Miriwung
MEQ,Merey
MER,Meru
MES,Masmaje
MET,Mato
MEU,Motu
MEV,Mann
MEW,Maaka
MEY,Hassaniyya
MEZ,Menominee
MFA,Pattani Malay
MFB,Bangka
MFC,Mba
MFD,Mendankwe-Nkwen
MFE,Morisyen
MFF,Naki
MFG,Mixifore
MFH,Matal
MFI,Wandala
MFJ,Mefele
MFK,North Mofu
MFL,Putai
MFM,Marghi South
MFN,Cross River Mbembe
MFO,Mbe
MFP,Makassar Malay
MFQ,Moba
MFR,Marithiel
MFS,língua gestual mexicana
MFT,Mokerang
MFU,Mbwela
MFV,Mandjak
MFW,Mulaha
MFX,Melo
MFY,Mayo
MFZ,Mabaan
MGA,Middle Irish (900-1200)
MGB,Mararit
MGC,Morokodo
MGD,Moru
